	1ATP_AGC	3NX8_AGC	1GZK_AGC	1H1W_AGC	1OMW_AGC	1VZO_AGC	1XJD_AGC	1ZRZ_AGC	2ACX_AGC	2ETR_AGC	2F2U_AGC	2I0E_AGC	2VD5_AGC	4AW2_AGC	2Z7Q_AGC	3G51_AGC	4FG8_CAMK	1A06_CAMK	1IA8_CAMK	2QHN_CAMK	1IG1_CAMK	1KWP_CAMK	1TKI_CAMK	1XWS_CAMK	1ZMU_CAMK	1ZWS_CAMK	2AC3_CAMK	2CN5_CAMK	2H6D_CAMK	2HW6_CAMK	2IWI_CAMK	2J90_CAMK	2JAM_CAMK	2JC6_CAMK	2Y7J_CAMK	2PHK_CAMK	2QNJ_CAMK	2V7O_CAMK	2VN9_CAMK	3BHH_CAMK	3C0G_CAMK	1CKI_CK1	2C47_CK1	2CHL_CK1	2CMW_CK1	3OP5_CK1	2JII_CK1	5UU1_CK1	2V62_CK1	1BI7_CMGC	1CM8_CMGC	2ZOQ_CMGC	4ZZN_CMGC	1ERK_CMGC	1H4L_CMGC	1HCK_CMGC	1I09_CMGC	1JNK_CMGC	1UA2_CMGC	3RGF_CMGC	1UKH_CMGC	1WBP_CMGC	1WFC_CMGC	1Z57_CMGC	2EU9_CMGC	2I6L_CMGC	3COI_CMGC	1JWH_Other	1MUO_Other	3FPQ_Other	1X8B_Other	2BUJ_Other	2JAV_Other	2OWB_Other	3CEK_Other	3COK_Other	1S9I_STE	1S9J_STE	1U5Q_STE	2BVA_STE	2C30_STE	5VIL_STE	2CLQ_STE	2DYL_STE	2F57_STE	2J51_STE	2J7T_STE	3CKW_STE	3COM_STE	1FGK_TK	1AD5_TK	1BYG_TK	1FMK_TK	1FPU_TK	1FVR_TK	1GJO_TK	1IRK_TK	1K2P_TK	5H3Q_TK	4ASZ_TK	1LUF_TK	1M14_TK	1MP8_TK	1MQB_TK	1PKG_TK	1R0P_TK	1RJB_TK	1SM2_TK	1U46_TK	1VR2_TK	1YVJ_TK	2B7A_TK	2DQ7_TK	2GSF_TK	2HEL_TK	2I1M_TK	2IVS_TK	2P0C_TK	2R2P_TK	2REI_TK	3BBT_TK	3BKB_TK	3CC6_TK	3LCK_TK	5HI2_TKL	3OMV_TKL	1UWH_TKL	5V5N_TKL	2EVA_TKL	4ZTN_TKL	2NRU_TKL	2QLU_TKL	4UY9_TKL	4UYA_TKL	
2HW6_CAMK	30.6778	30.9352	38.3858	39.478	5.8608	32.8346	36.3182	35.3208	11.0409	18.6435	21.3077	31.314	19.9965	19.9385	39.8801	38.2081	42.2492	40.6693	38.191	38.0638	39.9901	31.3394	31.582	37.0281	36.3564	39.2101	40.524	37.3343	39.5929	100.0	35.658	37.8155	38.6422	40.122	37.8283	39.1318	32.909	37.808	38.692	40.6537	35.0931	33.9641	33.878	32.8588	33.3018	32.4393	32.2179	34.0326	35.2837	41.1683	31.5856	26.9065	27.8089	24.9947	39.0035	37.6627	28.5776	27.9919	35.4486	30.8031	31.2294	27.2608	28.1264	30.4823	27.2808	35.2987	29.1816	28.5183	41.3335	41.1085	42.8182	34.2516	36.698	35.9484	33.9552	35.2487	36.1938	37.5343	37.4029	38.0457	37.9129	39.8265	40.6402	39.2472	35.8096	36.5204	35.9317	38.8842	39.0335	38.3322	15.5709	40.8158	15.4214	38.2187	36.4788	37.0151	34.5273	40.607	34.3939	36.4039	33.969	33.7486	38.479	38.422	36.6127	34.6425	36.5876	40.692	37.3595	38.9027	35.7148	37.8155	39.0685	38.0077	36.5014	35.6968	39.2557	35.8245	37.8451	38.2398	36.8877	23.2358	36.1936	36.9577	38.9085	40.138	38.8863	36.4338	36.1957	38.9599	38.1478	37.8167	32.7833	38.011	
2IWI_CAMK	27.2062	27.7413	36.5916	35.2205	5.8606	30.7937	33.7516	32.9501	10.9559	17.4067	19.7976	29.1478	21.1277	19.6814	37.2662	34.7576	34.1314	32.322	36.4098	35.4414	32.9545	27.0333	26.2803	44.3868	30.1021	32.3097	32.4419	30.1022	38.3629	35.658	100.0	31.1351	30.8773	29.8368	37.7532	35.0436	28.292	34.5467	36.3528	36.5076	34.8259	32.1523	33.5955	33.1562	33.151	30.7262	31.2898	31.5617	31.7661	38.7969	28.2315	25.8158	26.7858	24.2043	36.6679	37.0308	28.0952	25.7187	38.033	29.2415	27.2743	25.3695	26.3944	28.6809	25.2807	32.61	24.9472	26.1261	38.3367	33.6047	38.1573	35.681	33.5954	35.2809	26.531	30.3493	35.1479	34.8465	34.3793	37.4219	35.8909	35.89	35.8224	34.5036	35.6536	31.4981	33.7583	33.0483	35.7788	36.0295	14.3175	36.3479	14.4504	32.0325	33.9934	34.5142	32.8968	33.4682	38.1501	35.9018	34.4447	31.2207	37.3582	33.8431	35.266	32.8465	31.7835	36.2485	41.9891	38.0684	37.3625	32.544	36.4595	34.5073	34.1164	32.4077	36.5756	36.6997	35.6009	36.8531	37.8725	22.2552	33.9806	35.6154	34.7672	34.4779	35.8283	36.7463	36.3446	33.0198	32.0133	37.3213	32.7769	37.4933	
2J90_CAMK	36.2038	36.7093	38.9338	43.1252	7.5777	39.1847	40.1779	39.4642	13.9115	23.511	26.3843	36.9283	24.0703	26.0739	40.3564	43.462	40.9034	41.2365	41.4885	42.0717	49.2046	39.7458	39.6288	37.7771	42.1776	51.7199	39.9396	45.0788	40.2433	37.8155	31.1351	100.0	43.5774	42.7065	42.5268	43.1879	43.0115	40.7647	40.9961	40.1264	38.5074	40.2343	39.1759	37.7252	39.1541	37.252	30.8153	36.2837	37.2613	37.8829	36.8415	35.1402	36.2459	32.8704	38.3737	40.6431	32.8921	34.3403	37.9488	37.2465	38.0937	35.1476	35.3534	37.6613	35.2841	43.6982	34.1211	35.5603	41.332	39.9276	40.5465	36.173	40.6101	43.2234	35.2633	37.2294	41.7104	40.7665	39.6912	38.7519	37.0821	42.132	41.8278	41.2196	39.6062	43.7315	42.5115	41.7544	40.1296	39.2173	20.2752	34.7814	19.1938	38.3495	39.8538	37.8809	37.1194	37.1703	33.7964	38.1466	33.1521	38.7293	38.7651	40.453	37.9795	38.0445	37.2682	36.0467	34.6694	41.4616	33.1364	41.3923	39.9597	41.2516	37.0543	37.4607	39.6965	35.4768	41.9111	38.571	39.2649	27.246	40.5667	41.1306	39.8333	39.1106	39.9786	37.4387	37.6411	42.4974	42.0244	38.7962	41.1907	39.9805	
2JAM_CAMK	41.3789	41.8606	40.2879	47.6038	8.9372	42.0561	41.5427	41.5172	16.2438	26.5215	29.5676	41.0514	26.242	29.484	40.1512	43.5523	44.3273	44.8235	41.8058	40.9142	48.1599	42.4165	42.9745	37.4887	44.0385	47.3009	38.4249	48.3117	39.8745	38.6422	30.8773	43.5774	100.0	48.4387	41.3024	47.2399	43.9119	43.1752	44.973	43.7325	43.1673	43.3192	41.9486	41.9725	43.2647	41.5935	39.2389	43.2626	43.9206	38.7373	38.4226	38.2622	39.0031	35.8782	41.4661	43.346	37.44	38.3383	40.3656	37.54	41.3379	38.8689	37.4857	41.7422	37.8099	42.4659	38.1738	37.7025	40.8924	43.7826	41.0308	35.9418	41.2224	44.878	39.3595	36.0372	43.9499	44.5754	43.7961	38.2253	39.0871	46.1052	44.7231	43.7548	40.9968	44.4891	43.5058	45.3319	42.5314	41.733	23.4405	37.2777	22.7281	44.1172	44.4344	41.5593	40.5655	42.8293	36.2953	42.1029	36.5554	41.8558	39.3056	40.9557	44.894	42.1793	46.4391	38.492	34.2509	43.1389	35.1893	45.3962	41.8125	44.0088	38.1288	44.0237	43.4485	37.3677	43.5576	38.7271	39.8183	29.3738	43.8146	41.535	38.7582	43.2358	41.5984	42.1662	42.1564	47.0836	46.8305	41.1954	41.2562	39.3278	
2JC6_CAMK	41.4602	41.7964	38.3582	45.1202	8.7031	40.451	39.4466	40.5565	16.1153	26.9454	30.4973	40.0652	25.7466	28.6397	37.0615	40.5343	50.4021	52.6283	42.5722	41.57	45.7206	40.9713	41.7253	35.1948	42.6502	44.2242	39.819	43.9805	37.9331	40.122	29.8368	42.7065	48.4387	100.0	39.741	42.9361	42.4069	44.4832	45.6493	45.0692	41.653	40.0255	39.1995	38.4386	39.4013	43.7633	36.3065	41.6116	42.6068	38.1181	39.188	37.4771	38.8806	36.2625	40.9175	41.6932	36.3799	38.9036	38.457	39.9302	41.8658	38.1306	38.2535	39.6062	35.5732	40.2992	38.2464	38.1044	39.5791	41.9848	41.0616	35.903	38.149	41.4426	39.5445	34.0418	42.8237	43.1075	44.809	38.9783	38.1762	43.9297	42.8159	41.767	38.847	45.9722	43.6724	42.9393	42.1138	41.7186	23.6366	37.035	22.2926	42.7492	44.646	41.0332	38.7894	40.1378	35.7814	39.2038	38.4557	41.9183	38.5936	41.7188	43.9012	38.5029	43.2406	37.022	33.9505	41.2165	34.8919	41.8995	40.9046	44.4954	39.2183	43.9226	41.8214	34.8713	43.7854	41.0629	38.6269	28.9777	41.4151	40.9236	38.1033	41.1768	40.3295	41.8827	41.9516	44.8196	45.1175	40.3879	42.6115	40.2744	
2Y7J_CAMK	38.3749	38.9895	43.5415	44.3325	9.5348	42.5472	40.9752	45.1525	17.4699	27.6856	30.64	40.0694	31.1862	31.3515	41.4149	45.1804	38.8804	40.0879	40.6988	39.8293	43.3629	41.3185	41.7926	45.7171	40.988	44.9575	42.4961	42.1397	40.8797	37.8283	37.7532	42.5268	41.3024	39.741	100.0	47.0633	42.1763	44.5732	46.4484	44.5371	45.3767	40.9042	41.524	40.328	40.9814	39.5202	40.5016	38.7745	39.2975	44.0138	42.9035	39.9577	38.6076	36.2675	41.5514	45.001	38.7217	38.365	42.0221	40.1387	38.2778	37.4908	39.8383	44.0188	40.2765	46.0775	39.0031	39.4802	43.0496	38.4102	43.7943	43.3642	40.5179	46.2817	30.9074	34.7998	45.567	43.6099	47.2537	43.8347	46.6249	39.7714	38.875	40.8175	47.9384	42.5586	43.6299	37.4082	39.6154	44.3555	23.9652	37.2943	23.8761	41.8246	43.9604	42.0611	45.4818	40.4306	44.3188	43.8393	38.9056	40.7907	40.9178	40.2132	41.9865	42.0518	41.0307	40.0065	42.735	46.3053	44.2623	42.2784	40.3897	42.8722	37.2735	42.3496	44.9338	39.1867	44.6777	42.4414	43.0731	33.3009	40.3268	42.9355	38.6334	40.1692	40.5083	43.9095	44.0019	42.9315	43.0801	47.73	44.7047	46.0674	
2PHK_CAMK	41.0235	41.4217	46.5417	46.7458	8.8233	42.9331	45.1278	45.8613	16.2071	27.6775	30.6441	43.0168	28.3963	30.1803	43.51	46.3824	41.5304	41.8892	44.3413	43.5407	47.334	43.2607	40.6827	41.6003	45.5846	45.6756	39.0175	45.929	44.049	39.1318	35.0436	43.1879	47.2399	42.9361	47.0633	100.0	44.3925	44.2328	46.3158	44.5865	44.5169	44.7789	45.3913	45.5341	45.5478	41.3114	41.1828	42.8722	43.6041	43.1489	42.1677	38.4251	38.6993	35.6293	43.4572	45.5848	37.756	39.2987	43.5994	39.211	41.0756	37.4758	38.6806	42.5975	38.9117	44.2232	38.7988	39.6525	42.6006	43.485	41.9682	39.5544	43.4303	45.7685	36.7544	37.4251	45.6128	45.3201	45.6786	42.3718	43.7936	45.7576	44.6353	47.9302	45.354	44.5132	44.3042	42.422	44.085	45.9309	22.9427	40.3589	22.6753	45.6053	44.9273	46.9181	45.3579	44.9984	40.5084	46.4091	38.7678	42.6195	42.2315	43.4726	45.9717	43.7984	46.0948	39.8398	40.9601	46.0729	37.8328	48.189	44.9631	45.4534	40.8161	44.0247	47.091	42.6097	46.3287	43.1808	44.1096	29.89	46.3649	45.1307	41.5045	45.2647	43.5832	43.3437	43.2252	47.7165	47.7976	44.2782	42.8622	40.9368	
2QNJ_CAMK	48.8382	48.905	41.1341	45.5449	13.302	49.6688	41.7548	49.2626	24.2635	37.596	41.6008	48.8152	37.4073	41.9019	37.5417	45.0481	38.4674	42.0311	41.4671	40.8481	45.6069	49.3242	46.0093	36.6588	55.545	44.9826	38.4982	46.3842	38.34	32.909	28.292	43.0115	43.9119	42.4069	42.1763	44.3925	100.0	46.3988	46.443	42.6219	45.3077	46.0107	44.3729	45.9552	46.051	48.2318	41.6044	46.9702	47.3857	38.5803	50.0118	50.7501	49.6527	48.0531	41.5012	45.194	44.8302	49.1837	41.3609	46.6361	50.4735	49.4208	48.7428	48.3826	48.4254	47.9737	48.582	47.294	36.2456	37.9553	36.9382	40.198	37.3944	46.7275	34.2715	30.7947	48.0838	44.197	46.842	39.8607	42.1212	41.6889	39.9138	43.1927	44.9842	45.0827	44.4474	37.6474	37.9632	42.7131	34.3603	33.3538	32.757	40.081	46.9601	42.5682	43.6548	36.0864	40.2889	43.4432	35.6098	46.9105	34.8927	39.0891	43.1049	45.0459	43.7214	31.1915	33.7668	41.9556	36.9352	45.6363	39.0504	43.4513	34.8733	45.4829	44.4581	34.0306	43.5827	40.6526	41.0934	39.771	40.3199	40.2825	34.926	38.572	39.1629	40.6047	40.9393	44.8196	46.1882	42.9707	48.2357	39.2116	
2V7O_CAMK	45.3882	45.6307	41.1776	46.3497	11.4137	48.2237	41.2877	45.7162	21.3975	31.0552	35.1509	45.3887	33.7128	35.5132	38.2117	43.3351	42.2418	45.5671	43.6919	42.6547	45.0815	44.3275	43.9019	40.1205	45.1415	43.9959	42.7403	44.804	40.195	37.808	34.5467	40.7647	43.1752	44.4832	44.5732	44.2328	46.3988	100.0	60.347	60.234	47.1401	41.3965	42.5457	42.4954	42.4873	46.6407	43.241	46.2288	47.0929	42.7886	48.0997	45.7717	45.3198	43.1007	45.0276	48.3583	44.1592	45.9673	43.7995	45.8151	45.2777	45.1334	46.1851	46.3378	43.5351	44.4563	45.6322	42.8503	39.9188	41.0924	40.6239	44.3756	37.1696	46.3655	34.2856	31.3523	46.1265	42.0582	49.4135	41.052	43.1993	42.3946	40.887	43.4993	43.9196	46.7883	45.6013	38.7118	41.2147	43.6127	28.617	35.4364	28.2407	41.637	48.0151	43.154	41.9384	36.8539	45.7224	45.8772	37.5381	44.9241	37.664	39.6839	43.8992	44.4793	42.1604	34.0354	37.768	44.7642	40.0271	43.5891	40.3039	41.946	35.3664	48.577	43.1305	34.4602	44.2524	43.2646	42.6314	37.0735	39.6245	41.6388	35.6876	39.9661	40.2353	44.5132	44.6452	45.197	46.2897	46.8812	47.0289	44.7126	
2VN9_CAMK	46.2749	46.5872	43.4176	47.6935	10.858	49.212	42.6946	46.3607	20.2795	30.3481	34.3025	45.2043	32.8334	34.2625	40.8773	46.4081	43.6553	46.3523	44.4741	42.952	46.1108	44.3767	45.3932	41.5595	45.5199	44.7476	41.4148	44.1505	41.5513	38.692	36.3528	40.9961	44.973	45.6493	46.4484	46.3158	46.443	60.347	100.0	61.4589	49.9441	43.6354	43.8189	44.5028	44.5161	48.5183	45.5163	47.2199	47.7041	43.0104	47.2739	44.9121	44.6119	42.2412	45.407	49.4967	43.2605	44.209	46.392	44.9185	43.9906	43.5792	44.7658	46.0914	41.8871	46.2109	43.7047	42.318	41.4483	42.0616	43.3674	44.8448	39.7323	46.8747	36.0905	33.3775	48.627	45.7069	51.9687	42.6342	45.023	45.5594	43.8753	44.7314	45.4334	47.1874	48.0071	41.0242	44.0576	46.6082	27.5017	38.0346	26.9236	44.3158	49.1422	45.7142	44.7145	40.4038	46.764	46.8876	40.2805	46.3271	40.1273	42.4708	48.4705	44.8576	45.2663	36.5906	40.5732	46.3783	41.9381	45.0738	43.816	44.5972	38.4214	50.4172	46.4876	37.4539	46.5935	45.0695	44.6871	35.1822	41.4148	44.1452	38.674	42.621	43.3779	47.1666	47.0156	48.2822	48.9848	49.6202	49.0046	46.4983	
3BHH_CAMK	41.9185	42.3199	41.8071	44.816	9.6415	45.6613	40.5896	42.8248	18.2169	27.0195	30.8854	41.6649	29.6791	30.8025	39.4636	43.2918	43.7372	45.8913	43.897	42.5587	44.1441	41.3081	42.9818	40.5783	43.9151	42.9652	42.9427	43.729	42.2405	40.6537	36.5076	40.1264	43.7325	45.0692	44.5371	44.5865	42.6219	60.234	61.4589	100.0	47.9246	40.6019	40.925	40.9064	41.2569	44.8577	41.8335	44.2233	45.3203	42.5907	44.159	40.383	40.5898	38.0474	43.9751	46.6471	39.6743	41.182	42.659	42.4526	41.8066	40.5086	40.8867	43.2204	39.5162	43.2897	40.2697	39.5079	41.7183	41.9036	43.9444	43.8677	39.8844	44.4067	35.4565	33.7572	45.2085	42.7495	48.9945	42.1353	44.2002	43.5262	42.4505	44.1212	43.2603	45.4526	46.3276	40.2086	43.0671	45.3115	24.3229	39.0092	24.1688	43.5591	47.4336	43.9897	41.5606	40.23	45.7282	46.4954	39.4506	44.0885	40.0452	41.4231	44.6026	42.8803	42.7543	37.7914	40.052	45.0369	40.6186	43.444	42.6542	42.6574	37.8452	47.5086	44.2164	37.0302	45.2354	44.7771	43.8809	32.9968	40.7469	42.382	38.1874	42.0433	41.7525	45.933	45.9124	46.1936	46.6147	47.9497	44.3818	46.1837	
3C0G_CAMK	45.3672	46.2276	43.6221	44.977	11.6381	46.9561	41.1311	46.3224	21.8209	33.5456	36.8594	46.8457	35.8115	36.5151	39.1397	44.6726	38.4548	40.9845	42.0204	40.1105	43.4565	41.4826	46.1507	41.674	45.5208	42.432	40.2302	42.6009	41.0831	35.0931	34.8259	38.5074	43.1673	41.653	45.3767	44.5169	45.3077	47.1401	49.9441	47.9246	100.0	44.1768	42.3392	43.6587	44.3685	45.4658	44.4412	45.1168	44.4827	40.9659	45.8746	41.6305	40.4846	39.2649	41.8436	47.2874	43.1551	43.8769	41.1111	41.8115	42.7241	41.694	41.2067	46.6026	43.0733	42.6544	41.2917	44.225	38.2352	39.1821	41.9219	39.8369	38.0304	48.7435	30.5102	31.5224	50.3902	47.726	50.8899	43.4728	45.3657	42.5306	40.6784	42.6555	47.4559	41.3277	44.2671	35.8511	38.9711	44.7507	28.1495	37.906	28.2699	42.0805	46.8086	43.5681	48.5205	39.1745	47.6526	45.6988	41.3304	44.5038	37.3225	40.0368	46.7147	46.8873	47.7277	37.3491	38.0569	44.4131	41.9305	43.0779	40.3639	44.1316	37.4459	47.9521	47.6043	36.1738	46.0696	44.8896	42.8352	36.2483	41.9172	40.2687	35.4365	39.8099	38.6461	49.3188	49.4579	44.6456	45.6586	48.5227	45.9405	42.2645	
1CKI_CK1	42.8987	43.1713	42.7364	43.6573	10.1569	41.6926	43.3875	45.5264	18.1504	30.4971	32.8844	41.9468	30.676	33.1668	41.1335	43.6716	38.4171	39.9814	40.7856	39.9622	42.2303	41.3299	40.8384	39.1087	45.0579	40.3492	36.5549	41.6941	40.5439	33.9641	32.1523	40.2343	43.3192	40.0255	40.9042	44.7789	46.0107	41.3965	43.6354	40.6019	44.1768	100.0	47.0394	50.9718	50.3384	46.1129	42.3817	46.6779	46.5467	38.6267	40.6951	41.1672	41.9829	39.261	41.7051	42.8872	39.7563	39.6337	42.7214	40.5713	40.8967	37.8735	39.5486	43.2034	39.6694	42.2842	37.4275	42.8232	39.6265	38.8611	39.8651	39.6921	42.0376	44.544	36.1517	35.784	45.1181	44.444	44.9314	37.8886	39.5853	44.2002	42.4057	43.284	43.0489	39.3441	38.591	36.7605	38.2392	41.9218	25.2343	36.2729	24.5869	39.4903	46.8229	41.6964	42.2699	40.7217	40.8669	44.1481	38.4945	39.9187	38.2463	40.6796	46.3617	42.6295	47.3981	34.3851	36.4393	43.5112	39.3609	46.7273	40.4605	44.8888	38.8296	45.2721	46.2791	37.9878	44.0391	40.8272	39.3451	31.1953	41.5261	40.3548	39.757	42.1748	42.714	40.5975	40.5455	42.9398	43.1919	41.3055	42.2836	37.4512	
2C47_CK1	44.5005	44.8134	47.3828	48.765	9.7353	46.0855	41.9706	43.7089	17.7971	28.7167	30.2562	41.7163	30.1293	30.6172	42.3214	46.2589	38.589	39.0591	41.3619	39.9555	44.4055	40.5033	38.8649	37.7383	44.7233	41.8799	32.4547	39.723	39.8512	33.878	33.5955	39.1759	41.9486	39.1995	41.524	45.3913	44.3729	42.5457	43.8189	40.925	42.3392	47.0394	100.0	59.8229	61.965	44.3085	42.7125	43.6592	44.0936	40.066	43.3334	41.9114	42.1601	39.164	42.0739	47.0727	40.9472	38.2041	44.5053	40.3229	37.4732	37.7872	39.7592	42.498	39.3037	42.5908	39.2396	43.1233	41.7358	40.6808	36.9654	37.797	41.0443	46.1138	32.02	32.5092	42.3016	39.2459	43.1585	38.3071	40.3043	43.2412	41.776	43.1038	41.2689	40.2051	41.605	40.9712	38.8562	42.5128	24.308	34.8507	24.5077	41.2092	44.7044	43.4606	41.6007	38.2391	40.974	43.7629	37.2729	39.5591	36.9298	38.5192	43.5197	39.6565	41.9008	32.2562	38.8646	43.1277	36.7812	43.635	41.2501	39.9751	34.0942	41.5476	45.0525	38.2137	41.3397	39.0665	40.425	29.3623	39.541	43.8145	36.5051	39.4206	39.6444	39.0986	38.9706	41.857	42.1067	41.3513	40.0823	37.8729	
2CHL_CK1	46.1774	46.4207	46.1696	46.9962	10.7296	45.3661	43.9204	46.1813	19.3379	30.8327	32.6959	44.3532	31.8641	33.114	41.1167	45.2032	37.6326	38.6467	41.7452	40.1261	43.6622	41.3585	39.4737	38.1164	45.458	39.997	32.701	40.1166	39.3956	32.8588	33.1562	37.7252	41.9725	38.4386	40.328	45.5341	45.9552	42.4954	44.5028	40.9064	43.6587	50.9718	59.8229	100.0	61.9022	47.4633	45.3828	47.9954	47.9205	38.5523	43.375	43.5832	43.8695	41.1895	42.5534	45.6484	41.5128	40.7228	45.1113	40.829	40.0261	38.6397	40.2105	42.9184	40.2002	42.3251	39.6493	44.3817	39.4768	39.3311	37.1307	38.8948	40.4189	45.2839	33.6957	32.4443	44.4754	41.8125	44.4819	37.6972	40.5275	44.4969	42.4623	43.4237	41.8807	39.4379	40.7249	38.8531	38.8677	42.5067	26.076	34.9378	25.9302	40.7487	45.8625	44.184	42.4618	38.7751	42.1266	44.7489	38.553	40.182	36.5033	38.8793	44.9185	40.4022	44.9092	31.8304	37.7089	42.2958	37.7084	46.2584	41.7242	41.1784	35.5998	43.3786	46.3746	37.8524	41.9388	39.7062	40.305	30.6824	40.2577	42.7684	36.9934	40.525	40.7759	39.9273	39.7463	42.942	43.4329	41.7387	41.5021	37.2102	
2CMW_CK1	46.0729	46.4723	46.9058	48.3688	10.3768	46.5577	43.3523	44.7927	18.9973	30.0388	31.5433	43.246	31.1324	32.2381	42.3295	46.5665	37.6195	38.4316	42.1966	40.3033	44.7671	41.1286	40.1127	38.1049	45.7936	41.527	32.7317	40.6483	39.2867	33.3018	33.151	39.1541	43.2647	39.4013	40.9814	45.5478	46.051	42.4873	44.5161	41.2569	44.3685	50.3384	61.965	61.9022	100.0	46.6634	44.3722	47.3427	47.2188	37.905	42.8363	42.4079	42.7614	40.1428	42.23	45.6783	40.6008	39.1659	44.5267	39.9456	38.8882	38.9945	39.165	42.5455	40.8155	42.1492	39.0482	43.7686	41.3747	40.046	37.6338	38.4394	41.8898	46.3049	32.6845	32.8278	44.2741	41.3637	44.1855	37.248	39.4548	44.5988	42.7907	42.9979	41.0144	39.509	41.4427	40.3223	38.4314	42.1398	25.3529	35.3909	25.6954	41.7483	46.2589	43.8495	42.7637	38.939	41.6252	44.6085	38.1417	40.1484	36.6991	38.9189	44.5357	40.0508	44.6869	32.7798	37.9688	42.9838	36.935	45.615	42.3324	40.7335	34.9565	43.0394	46.5409	37.7359	42.3186	39.5077	39.8671	30.6116	40.1427	43.572	37.068	39.9874	39.9764	40.2397	40.1244	43.2474	43.4586	42.4465	41.3812	37.8364	
3OP5_CK1	48.1839	48.3843	39.0158	42.9128	13.0182	47.1448	39.0959	46.0497	23.6181	36.5057	40.2516	46.5596	36.8133	39.1782	35.9972	41.2171	40.5578	44.3683	42.113	40.534	40.9205	43.9261	40.6619	36.3242	45.7841	38.7846	37.7079	42.0375	36.1404	32.4393	30.7262	37.252	41.5935	43.7633	39.5202	41.3114	48.2318	46.6407	48.5183	44.8577	45.4658	46.1129	44.3085	47.4633	46.6634	100.0	44.6388	52.5702	52.4929	37.2122	46.8982	49.0188	49.6616	49.156	41.7821	44.463	45.118	47.5276	42.6621	46.2449	47.2899	46.2787	47.7272	46.1916	42.1274	42.9637	44.7796	47.1668	35.6265	36.8017	36.3459	41.12	36.308	43.9572	34.9924	29.9092	46.6858	43.6989	47.8707	39.1547	40.5069	43.1574	40.793	40.5459	42.296	44.0454	43.3577	36.4715	37.3901	42.6522	32.16	33.4721	31.0096	39.1131	48.8257	41.7709	41.3105	35.0353	41.8937	42.4	38.0293	45.1896	34.4849	37.5726	45.3775	41.6826	43.5855	30.3138	34.4645	40.6358	38.9685	42.8429	38.7108	43.4527	34.9542	46.6644	43.7977	33.4529	42.7311	40.9432	39.9703	36.8608	38.8759	38.537	33.8016	37.7474	38.7285	43.154	43.2386	43.149	44.367	43.6173	46.4549	38.7726	
2JII_CK1	46.3463	46.5637	40.988	42.512	12.9077	44.158	38.1271	45.5174	23.2815	33.5543	36.1827	42.6633	35.4793	36.4326	37.9398	41.7137	33.228	35.8515	37.3717	35.7762	38.9932	39.4436	39.4982	37.4862	41.3836	35.8249	34.0929	37.2944	34.3175	32.2179	31.2898	30.8153	39.2389	36.3065	40.5016	41.1828	41.6044	43.241	45.5163	41.8335	44.4412	42.3817	42.7125	45.3828	44.3722	44.6388	100.0	49.8357	48.9125	40.7127	44.1959	44.1286	41.8889	40.7467	44.3547	46.9663	46.9321	42.848	44.9339	38.2526	39.3282	41.1548	42.1519	43.4231	41.455	40.4432	43.9465	41.1858	35.4192	35.6025	36.3213	40.8453	33.3527	42.1348	29.1101	28.2165	43.6514	40.8321	47.6316	38.0184	43.4669	37.5263	35.5446	37.6648	43.5614	37.8994	38.0266	32.9271	34.794	41.7816	30.3084	34.551	31.509	39.2793	45.1509	41.8776	46.4629	37.0326	44.4859	43.3881	37.1633	39.0695	33.6261	34.9603	45.5604	43.6403	46.1885	31.9792	36.7851	41.1761	43.7471	41.3127	37.0522	40.2874	31.8698	48.6244	45.3939	34.3121	39.519	37.562	37.7156	36.9547	36.0196	37.7556	32.6427	38.0979	37.3063	42.6466	42.5031	41.1044	42.2745	44.7552	42.0178	38.0807	
5UU1_CK1	49.2102	49.4646	39.5796	44.9252	12.4685	46.3248	41.0645	47.1185	22.9525	33.3839	37.0743	46.7557	34.3677	36.9856	38.6382	42.7833	37.8991	40.7134	42.2788	40.6291	42.1373	42.1808	39.6304	37.9299	46.2811	39.4786	37.4641	42.8944	36.8136	34.0326	31.5617	36.2837	43.2626	41.6116	38.7745	42.8722	46.9702	46.2288	47.2199	44.2233	45.1168	46.6779	43.6592	47.9954	47.3427	52.5702	49.8357	100.0	67.2276	38.651	44.413	45.5385	46.2636	44.215	44.5129	45.8727	44.4547	46.0578	44.4125	41.9457	46.2179	45.1903	43.1206	43.5083	42.9231	42.0618	44.3204	43.9302	36.8458	37.5589	37.1085	41.8481	35.7867	44.4021	35.1957	30.3635	47.3617	44.5777	48.011	38.583	41.4696	43.4794	41.2986	40.9692	42.6388	41.846	40.8888	37.4672	37.3167	42.3585	29.9616	34.9715	30.1902	39.4618	47.5129	42.0419	42.6762	36.601	42.7893	44.018	37.3258	42.9251	34.8995	36.9241	44.9577	43.7778	46.4099	31.9686	34.836	41.4953	40.2929	45.373	39.5426	42.6564	34.3338	48.7314	45.5387	34.079	41.7235	39.517	39.6281	37.0838	39.3728	38.4938	34.7046	39.5775	39.8267	43.1075	43.1389	43.4583	44.3711	44.0149	44.653	39.1559	
